"","lemma","total","v1s","v1sFreq","v1p","v1pFreq","v2s","v2sFreq","v2p","v2pFreq","v3s","v3sFreq","v3p","v3pFreq"
"1799","succumbo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1800","succurro",1,0,0,0,0,0,0,0,0,1,1,0,0
"1801","succurro1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1802","sudo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1803","sufficio",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1804","sufficio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1805","sufflo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1806","suffundo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1807","sum1",1838,97,0.0527747551686616,27,0.014689880304679,86,0.0467899891186072,9,0.00489662676822633,1231,0.66974972796518,388,0.211099020674646
"1808","summitto1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1809","summoveo",3,0,0,0,0,0,0,0,0,3,1,0,0
"1810","summoveo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1811","sumo",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1812","sumo1",5,0,0,0,0,0,0,0,0,2,0.4,3,0.6
"1813","super-sedeo",1,1,1,0,0,0,0,0,0,0,0,0,0
"1814","superfluo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1815","supero",1,0,0,0,0,0,0,0,0,1,1,0,0
"1816","supero1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1817","supersto1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1818","supersum",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1819","supersum1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1820","suppedito",1,0,0,0,0,0,0,0,0,1,1,0,0
"1821","suppeto",1,0,0,0,0,0,0,0,0,1,1,0,0
"1822","suppeto1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1823","suppleo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1824","supplico",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1825","suppono",1,0,0,0,0,0,0,0,0,0,0,1,1
"1826","suppono1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1827","supprimo",1,0,0,0,0,0,0,0,0,0,0,1,1
"1828","supprimo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1829","surgo1",7,0,0,0,0,1,0.142857142857143,0,0,5,0.714285714285714,1,0.142857142857143
"1830","suscepto1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1831","suscipio",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1832","suscipio1",4,2,0.5,0,0,0,0,0,0,0,0,2,0.5
"1833","suspicor1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1834","suspiro1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1835","sustento1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1836","sustineo",5,0,0,0,0,0,0,1,0.2,4,0.8,0,0
"1837","sustineo1",7,1,0.142857142857143,0,0,1,0.142857142857143,0,0,4,0.571428571428571,1,0.142857142857143
"1838","tabesco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1839","taceo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1840","taceo1",11,2,0.181818181818182,0,0,5,0.454545454545455,0,0,1,0.0909090909090909,3,0.272727272727273
"1841","tango",2,0,0,0,0,0,0,0,0,2,1,0,0
"1842","tango1",9,3,0.333333333333333,0,0,1,0.111111111111111,0,0,3,0.333333333333333,2,0.222222222222222
"1843","tardo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1844","taxo",2,0,0,0,0,0,0,0,0,2,1,0,0
"1845","tego1",14,0,0,0,0,0,0,0,0,12,0.857142857142857,2,0.142857142857143
"1846","tempero",2,0,0,0,0,0,0,0,0,2,1,0,0
"1847","tempero1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1848","tendo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1849","tendo1",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1850","teneo",11,1,0.0909090909090909,0,0,0,0,0,0,8,0.727272727272727,2,0.181818181818182
"1851","teneo1",32,2,0.0625,0,0,5,0.15625,1,0.03125,16,0.5,8,0.25
"1852","tento",2,0,0,0,0,0,0,0,0,2,1,0,0
"1853","tento1",7,1,0.142857142857143,1,0.142857142857143,1,0.142857142857143,1,0.142857142857143,3,0.428571428571429,0,0
"1854","tergeo,",1,0,0,0,0,0,0,0,0,1,1,0,0
"1855","tergeo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1856","termino",1,0,0,0,0,0,0,0,0,1,1,0,0
"1857","tero1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1858","terreo",3,0,0,0,0,0,0,0,0,3,1,0,0
"1859","terreo1",3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667
"1860","testor",1,0,0,0,0,0,0,0,0,1,1,0,0
"1861","testor1",1,0,0,1,1,0,0,0,0,0,0,0,0
"1862","timeo",2,1,0.5,0,0,1,0.5,0,0,0,0,0,0
"1863","timeo1",24,8,0.333333333333333,0,0,3,0.125,3,0.125,7,0.291666666666667,3,0.125
"1864","tingo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1865","tolero",1,0,0,0,0,0,0,0,0,0,0,1,1
"1866","tolero1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1867","toleror1",3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667
"1868","tollo",9,2,0.222222222222222,0,0,1,0.111111111111111,0,0,5,0.555555555555556,1,0.111111111111111
"1869","tollo1",22,5,0.227272727272727,0,0,0,0,0,0,11,0.5,6,0.272727272727273
"1870","torpesco1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1871","torqueo",3,0,0,0,0,0,0,0,0,3,1,0,0
"1872","torqueo1",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1873","torreo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1874","tracto",2,0,0,0,0,0,0,0,0,2,1,0,0
"1875","tracto1",3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667
"1876","trado",9,4,0.444444444444444,0,0,0,0,0,0,3,0.333333333333333,2,0.222222222222222
"1877","trado1",7,1,0.142857142857143,0,0,1,0.142857142857143,0,0,2,0.285714285714286,3,0.428571428571429
"1878","traduco",1,0,0,0,0,0,0,0,0,1,1,0,0
"1879","traduco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1880","traho",2,0,0,0,0,0,0,0,0,2,1,0,0
"1881","traho1",11,1,0.0909090909090909,0,0,0,0,0,0,5,0.454545454545455,5,0.454545454545455
"1882","traicio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1883","transeo",2,0,0,0,0,0,0,0,0,2,1,0,0
"1884","transeo1",7,1,0.142857142857143,0,0,0,0,0,0,3,0.428571428571429,3,0.428571428571429
"1885","transfero",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1886","transfero1",4,0,0,0,0,1,0.25,0,0,2,0.5,1,0.25
"1887","transigo",3,0,0,0,0,0,0,0,0,3,1,0,0
"1888","transjacio1",3,0,0,0,0,0,0,0,0,3,1,0,0
"1889","tremo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1890","trepido,",1,0,0,1,1,0,0,0,0,0,0,0,0
"1891","tribuo",7,0,0,0,0,0,0,1,0.142857142857143,6,0.857142857142857,0,0
"1892","tribuo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1893","triumpho",1,1,1,0,0,0,0,0,0,0,0,0,0
"1894","triumpho1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1895","trucido",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1896","trucido1",1,0,0,0,0,0,0,1,1,0,0,0,0
"1897","trudo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1898","tueor",3,0,0,0,0,1,0.333333333333333,0,0,0,0,2,0.666666666666667
"1899","tueor1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1900","tulo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1901","tumeo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1902","turbo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1903","tutor2",1,0,0,0,0,1,1,0,0,0,0,0,0
"1904","ungo1",4,1,0.25,0,0,0,0,0,0,1,0.25,2,0.5
"1905","urgeo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1906","uro1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1907","utor",1,0,0,0,0,1,1,0,0,0,0,0,0
"1908","utor1",4,0,0,1,0.25,0,0,1,0.25,1,0.25,1,0.25
"1909","vacillo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1910","vaco",6,0,0,0,0,2,0.333333333333333,0,0,4,0.666666666666667,0,0
"1911","vaco1",5,1,0.2,0,0,0,0,0,0,3,0.6,1,0.2
"1912","vacuefacio1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1913","vado1",4,0,0,0,0,1,0.25,0,0,3,0.75,0,0
"1914","vagor1",2,1,0.5,0,0,0,0,0,0,0,0,1,0.5
"1915","valeo",3,1,0.333333333333333,0,0,0,0,0,0,2,0.666666666666667,0,0
"1916","valeo1",21,0,0,0,0,4,0.19047619047619,0,0,12,0.571428571428571,5,0.238095238095238
"1917","vaporo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1918","vasto1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1919","veho",1,0,0,0,0,0,0,0,0,1,1,0,0
"1920","veho1",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"1921","velo1",2,0,0,0,0,0,0,1,0.5,0,0,1,0.5
"1922","vendito",1,0,0,0,0,0,0,0,0,1,1,0,0
"1923","vendo1",6,3,0.5,0,0,0,0,0,0,3,0.5,0,0
"1924","veneo",1,0,0,0,0,0,0,0,0,0,0,1,1
"1925","venio",18,1,0.0555555555555556,0,0,2,0.111111111111111,0,0,12,0.666666666666667,3,0.166666666666667
"1926","venio1",105,19,0.180952380952381,2,0.019047619047619,17,0.161904761904762,1,0.00952380952380952,44,0.419047619047619,22,0.20952380952381
"1927","venumdo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1928","verbero1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1929","vereor",9,5,0.555555555555556,0,0,1,0.111111111111111,0,0,0,0,3,0.333333333333333
"1930","vereor1",3,1,0.333333333333333,0,0,0,0,0,0,2,0.666666666666667,0,0
"1931","vergo",1,0,0,0,0,0,0,0,0,0,0,1,1
"1932","vergo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1933","verro1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1934","verso",1,0,0,0,0,0,0,0,0,0,0,1,1
"1935","verso1",3,0,0,1,0.333333333333333,1,0.333333333333333,0,0,1,0.333333333333333,0,0
"1936","verto",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"1937","verto1",4,1,0.25,0,0,0,0,0,0,3,0.75,0,0
"1938","vescor",1,0,0,0,0,0,0,0,0,1,1,0,0
"1939","vestigo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1940","vestio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1941","veto",2,0,0,0,0,0,0,0,0,2,1,0,0
"1942","veto1",5,0,0,0,0,0,0,0,0,4,0.8,1,0.2
"1943","vetuo1",2,2,1,0,0,0,0,0,0,0,0,0,0
"1944","vexo1",4,0,0,0,0,0,0,0,0,1,0.25,3,0.75
"1945","vibro1",3,0,0,0,0,0,0,0,0,0,0,3,1
"1946","video",29,4,0.137931034482759,1,0.0344827586206897,3,0.103448275862069,0,0,19,0.655172413793103,2,0.0689655172413793
"1947","video1",214,77,0.35981308411215,7,0.0327102803738318,32,0.149532710280374,10,0.0467289719626168,57,0.266355140186916,31,0.144859813084112
"1948","vigeo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1949","vigilo",1,1,1,0,0,0,0,0,0,0,0,0,0
"1950","vigilo1",4,0,0,0,0,1,0.25,0,0,3,0.75,0,0
"1951","vincio1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1952","vinco",7,3,0.428571428571429,0,0,3,0.428571428571429,0,0,1,0.142857142857143,0,0
"1953","vinco1",23,1,0.0434782608695652,4,0.173913043478261,0,0,0,0,15,0.652173913043478,3,0.130434782608696
"1954","vindemio1",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1955","vindico",3,1,0.333333333333333,0,0,0,0,0,0,2,0.666666666666667,0,0
"1956","vindico1",4,0,0,1,0.25,1,0.25,0,0,2,0.5,0,0
"1957","violo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1958","viso1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1959","vito",3,0,0,1,0.333333333333333,0,0,0,0,0,0,2,0.666666666666667
"1960","vito1",2,0,0,1,0.5,0,0,1,0.5,0,0,0,0
"1961","vitupero1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1962","vivo",1,1,1,0,0,0,0,0,0,0,0,0,0
"1963","vivo1",24,1,0.0416666666666667,4,0.166666666666667,6,0.25,0,0,10,0.416666666666667,3,0.125
"1964","vocito",1,0,0,0,0,0,0,0,0,0,0,1,1
"1965","voco",5,0,0,0,0,0,0,0,0,4,0.8,1,0.2
"1966","voco1",23,0,0,0,0,3,0.130434782608696,0,0,16,0.695652173913043,4,0.173913043478261
"1967","volito1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1968","volo1",100,14,0.14,0,0,19,0.19,4,0.04,42,0.42,21,0.21
"1969","volo2",4,0,0,0,0,0,0,0,0,2,0.5,2,0.5
"1970","voluto1",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1971","volvo1",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1972","vomo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1973","voveo",2,0,0,0,0,0,0,0,0,2,1,0,0
"1974","vulnero1",3,1,0.333333333333333,0,0,1,0.333333333333333,0,0,1,0.333333333333333,0,0
