"";"lemma";"Total";"one_sg";"pctA";"two_sg";"pctB";"three_sg";"pctC";"one_pl";"pctD";"two_pl";"pctE";"three_pl";"pctF"
"1";"abdico1";1;0;0;0;0;0;0;0;0;0;0;0;0
"2";"abdo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"3";"abduco";2;0;0;0;0;0;0;0;0;0;0;0;0
"4";"abduco1";1;0;0;0;0;1;1;0;0;0;0;0;0
"5";"abeo";6;0;0;0;0;2;0,333333333333333;0;0;0;0;1;0,166666666666667
"6";"abeo1";20;1;0,05;0;0;12;0,6;0;0;1;0,05;2;0,1
"7";"aberro";1;0;0;0;0;0;0;0;0;0;0;0;0
"8";"aberro1";1;0;0;0;0;1;1;0;0;0;0;0;0
"9";"abhorreo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"10";"abicio";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"11";"abicio1";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"12";"abigo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"13";"abito1";1;0;0;1;1;0;0;0;0;0;0;0;0
"14";"abjuro1";1;0;0;0;0;1;1;0;0;0;0;0;0
"15";"abnuo";1;1;1;0;0;0;0;0;0;0;0;0;0
"16";"aboleo";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"17";"abripio";1;0;0;0;0;0;0;0;0;0;0;0;0
"18";"abrumpo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"19";"abscondo1";4;0;0;0;0;1;0,25;0;0;1;0,25;1;0,25
"20";"absisto";1;0;0;0;0;0;0;0;0;1;1;0;0
"21";"absisto1";1;0;0;0;0;0;0;0;0;1;1;0;0
"22";"absolvo";1;1;1;0;0;0;0;0;0;0;0;0;0
"23";"absolvo1";2;2;1;0;0;0;0;0;0;0;0;0;0
"24";"absorbeo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"25";"abstergeo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"26";"abstineo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"27";"abstraho1";2;0;0;0;0;2;1;0;0;0;0;0;0
"28";"abstrudo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"29";"abstulo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"30";"absum";11;0;0;1;0,0909090909090909;6;0,545454545454545;0;0;0;0;1;0,0909090909090909
"31";"absum1";10;0;0;0;0;4;0,4;0;0;0;0;1;0,1
"32";"absumo";1;0;0;0;0;0;0;0;0;0;0;0;0
"33";"absumo1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"34";"abundo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"35";"abundo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"36";"abutor";1;0;0;1;1;0;0;0;0;0;0;0;0
"37";"abutor1";1;0;0;0;0;0;0;0;0;0;0;0;0
"38";"accedo";5;1;0,2;0;0;4;0,8;0;0;0;0;0;0
"39";"accedo1";14;1;0,0714285714285714;1;0,0714285714285714;5;0,357142857142857;1;0,0714285714285714;0;0;2;0,142857142857143
"40";"accelero1";1;0;0;0;0;0;0;0;0;0;0;0;0
"41";"accendo2";10;0;0;0;0;5;0,5;0;0;0;0;1;0,1
"42";"accido1";4;0;0;0;0;2;0,5;0;0;0;0;1;0,25
"43";"accido2";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"44";"accingo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"45";"accio";3;0;0;0;0;0;0;0;0;0;0;0;0
"46";"accipio";25;3;0,12;2;0,08;7;0,28;1;0,04;1;0,04;4;0,16
"47";"accipio1";58;7;0,120689655172414;6;0,103448275862069;23;0,396551724137931;1;0,0172413793103448;1;0,0172413793103448;7;0,120689655172414
"48";"accommodo";2;0;0;0;0;2;1;0;0;0;0;0;0
"49";"accubo";1;0;0;0;0;0;0;0;0;0;0;0;0
"50";"accumbo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"51";"accurro1";1;0;0;0;0;1;1;0;0;0;0;0;0
"52";"accuso1";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"53";"acquiro";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"54";"acuo";1;0;0;0;0;1;1;0;0;0;0;0;0
"55";"ad-lego2";1;0;0;0;0;1;1;0;0;0;0;0;0
"56";"ad-signo";2;2;1;0;0;0;0;0;0;0;0;0;0
"57";"adaequo";1;0;0;0;0;1;1;0;0;0;0;0;0
"58";"adcedo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"59";"adcognosco";1;1;1;0;0;0;0;0;0;0;0;0;0
"60";"addico";1;0;0;0;0;1;1;0;0;0;0;0;0
"61";"addico1";1;0;0;0;0;0;0;0;0;0;0;0;0
"62";"addo";6;0;0;0;0;6;1;0;0;0;0;0;0
"63";"addo1";7;0;0;1;0,142857142857143;3;0,428571428571429;0;0;0;0;0;0
"64";"adduco";1;0;0;0;0;0;0;0;0;0;0;0;0
"65";"adduco1";14;2;0,142857142857143;0;0;2;0,142857142857143;0;0;0;0;0;0
"66";"adedo";1;0;0;0;0;0;0;0;0;0;0;0;0
"67";"adeo1";18;1;0,0555555555555556;0;0;8;0,444444444444444;0;0;0;0;3;0,166666666666667
"68";"adhaereo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"69";"adhibeo";1;0;0;0;0;0;0;0;0;0;0;0;0
"70";"adhibeo1";2;0;0;0;0;0;0;0;0;1;0,5;0;0
"71";"adicio";1;0;0;0;0;1;1;0;0;0;0;0;0
"72";"adicio1";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"73";"adigo";1;0;0;0;0;1;1;0;0;0;0;0;0
"74";"adigo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"75";"adimo";5;0;0;0;0;2;0,4;0;0;0;0;1;0,2
"76";"adimo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"77";"adipiscor";7;0;0;0;0;1;0,142857142857143;0;0;0;0;0;0
"78";"adipiscor1";6;0;0;0;0;0;0;0;0;0;0;0;0
"79";"adiuto1";1;0;0;1;1;0;0;0;0;0;0;0;0
"80";"adjicio";4;1;0,25;0;0;2;0,5;0;0;0;0;0;0
"81";"adjicio1";7;0;0;0;0;6;0,857142857142857;0;0;0;0;0;0
"82";"adjudico";1;0;0;0;0;1;1;0;0;0;0;0;0
"83";"adjungo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"84";"adjuro1";1;0;0;0;0;1;1;0;0;0;0;0;0
"85";"adjuvo";4;0;0;0;0;2;0,5;0;0;0;0;0;0
"86";"adjuvo1";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"87";"admetior";1;0;0;0;0;0;0;0;0;0;0;0;0
"88";"administro";10;1;0,1;0;0;4;0,4;0;0;0;0;0;0
"89";"admiror";2;0;0;0;0;0;0;0;0;0;0;0;0
"90";"admiror1";2;0;0;0;0;0;0;0;0;0;0;0;0
"91";"admitto";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"92";"admitto1";6;0;0;1;0,166666666666667;0;0;0;0;0;0;0;0
"93";"admoneo";4;0;0;0;0;3;0,75;0;0;0;0;0;0
"94";"admoneo1";5;0;0;0;0;3;0,6;0;0;0;0;0;0
"95";"admoveo";6;0;0;0;0;2;0,333333333333333;0;0;0;0;0;0
"96";"admoveo1";4;0;0;0;0;3;0,75;0;0;0;0;0;0
"97";"adnato";1;0;0;0;0;0;0;0;0;0;0;1;1
"98";"adnecto";1;0;0;0;0;0;0;0;0;0;0;0;0
"99";"adoleo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"100";"adolesco";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"101";"adolesco1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"102";"adoperio";1;0;0;0;0;0;0;0;0;0;0;0;0
"103";"adoperio1";1;0;0;0;0;0;0;0;0;0;0;0;0
"104";"adopto";4;1;0,25;0;0;0;0;0;0;0;0;0;0
"105";"adorno";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"106";"adoro1";26;3;0,115384615384615;2;0,0769230769230769;1;0,0384615384615385;0;0;1;0,0384615384615385;17;0,653846153846154
"107";"adpeto";1;0;0;0;0;0;0;0;0;0;0;0;0
"108";"adpeto1";1;0;0;0;0;1;1;0;0;0;0;0;0
"109";"adprehendo1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"110";"adrado1";1;0;0;0;0;0;0;0;0;0;0;0;0
"111";"adrego1";1;0;0;0;0;1;1;0;0;0;0;0;0
"112";"adscio1";1;0;0;0;0;0;0;0;0;0;0;0;0
"113";"adsedeo1";3;0;0;1;0,333333333333333;2;0,666666666666667;0;0;0;0;0;0
"114";"adsentio1";1;0;0;0;0;0;0;0;0;0;0;1;1
"115";"adservo1";1;1;1;0;0;0;0;0;0;0;0;0;0
"116";"adspiro";1;0;0;0;0;0;0;0;0;1;1;0;0
"117";"adsum";4;0;0;0;0;3;0,75;0;0;0;0;0;0
"118";"adsum1";8;1;0,125;1;0,125;3;0,375;0;0;0;0;1;0,125
"119";"adulescens";2;0;0;0;0;0;0;0;0;0;0;0;0
"120";"aduro1";1;0;0;0;0;1;1;0;0;0;0;0;0
"121";"adveho";1;0;0;0;0;0;0;0;0;0;0;0;0
"122";"advenio";1;0;0;0;0;1;1;0;0;0;0;0;0
"123";"advenio1";3;0;0;0;0;2;0,666666666666667;0;0;0;0;1;0,333333333333333
"124";"advento1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"125";"adverro1";1;0;0;0;0;0;0;0;0;0;0;0;0
"126";"adverto";10;0;0;0;0;1;0,1;0;0;0;0;0;0
"127";"adverto1";7;0;0;0;0;0;0;0;0;0;0;0;0
"128";"advoco";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"129";"advoco1";3;1;0,333333333333333;0;0;1;0,333333333333333;0;0;0;0;0;0
"130";"advolo";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"131";"advolvo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"132";"aedifico1";6;3;0,5;1;0,166666666666667;0;0;0;0;0;0;2;0,333333333333333
"133";"aemulo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"134";"aequo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"135";"aestimo";3;1;0,333333333333333;0;0;1;0,333333333333333;0;0;0;0;0;0
"136";"aestimo1";5;3;0,6;0;0;0;0;0;0;0;0;1;0,2
"137";"aestuo";1;0;0;0;0;0;0;0;0;0;0;0;0
"138";"aestuo1";3;0;0;0;0;2;0,666666666666667;0;0;0;0;1;0,333333333333333
"139";"affecto";1;0;0;0;0;0;0;0;0;0;0;0;0
"140";"affero";7;0;0;0;0;2;0,285714285714286;0;0;0;0;3;0,428571428571429
"141";"affero1";39;2;0,0512820512820513;1;0,0256410256410256;8;0,205128205128205;0;0;0;0;5;0,128205128205128
"142";"afficio";4;0;0;0;0;2;0,5;0;0;0;0;1;0,25
"143";"afficio1";1;0;0;0;0;0;0;0;0;0;0;0;0
"144";"affigo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"145";"affirmo";4;0;0;0;0;3;0,75;0;0;0;0;0;0
"146";"affirmo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"147";"afflicto1";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"148";"affligo";4;0;0;0;0;0;0;0;0;0;0;1;0,25
"149";"afflo1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"150";"affluo";1;0;0;0;0;0;0;0;0;0;0;0;0
"151";"affluo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"152";"affor";1;0;0;0;0;0;0;0;0;0;0;0;0
"153";"affor1";1;0;0;0;0;1;1;0;0;0;0;0;0
"154";"aggravo";1;0;0;0;0;0;0;0;0;0;0;1;1
"155";"aggredior";6;1;0,166666666666667;0;0;0;0;0;0;0;0;1;0,166666666666667
"156";"aggredior1";5;0;0;0;0;2;0,4;1;0,2;1;0,2;0;0
"157";"aggrego";1;0;0;0;0;1;1;0;0;0;0;0;0
"158";"agino1";1;1;1;0;0;0;0;0;0;0;0;0;0
"159";"agito";4;0;0;0;0;1;0,25;0;0;0;0;0;0
"160";"agito1";18;1;0,0555555555555556;0;0;3;0,166666666666667;1;0,0555555555555556;0;0;3;0,166666666666667
"161";"agnosco";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"162";"agnosco1";2;0;0;1;0,5;1;0,5;0;0;0;0;0;0
"163";"ago";37;4;0,108108108108108;6;0,162162162162162;9;0,243243243243243;0;0;0;0;3;0,0810810810810811
"164";"ago1";55;7;0,127272727272727;9;0,163636363636364;14;0,254545454545455;2;0,0363636363636364;2;0,0363636363636364;8;0,145454545454545
"165";"aio";13;0;0;0;0;13;1;0;0;0;0;0;0
"166";"aio1";27;0;0;0;0;21;0,777777777777778;0;0;0;0;6;0,222222222222222
"167";"ait";1;0;0;0;0;1;1;0;0;0;0;0;0
"168";"algeo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"169";"alieno1";1;0;0;0;0;0;0;0;0;0;0;0;0
"170";"allabor";1;0;0;0;0;1;1;0;0;0;0;0;0
"171";"allego1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"172";"allego2";4;0;0;0;0;2;0,5;0;0;0;0;0;0
"173";"allicio";1;0;0;0;0;1;1;0;0;0;0;0;0
"174";"alligo";1;0;0;0;0;0;0;0;0;0;0;1;1
"175";"alligo1";6;0;0;0;0;1;0,166666666666667;0;0;0;0;0;0
"176";"alloquor";1;1;1;0;0;0;0;0;0;0;0;0;0
"177";"alludo";1;0;0;0;0;1;1;0;0;0;0;0;0
"178";"alo";1;0;0;0;0;0;0;0;0;0;0;1;1
"179";"alo1";5;0;0;0;0;3;0,6;0;0;0;0;2;0,4
"180";"amarico1";2;0;0;0;0;0;0;0;0;0;0;0;0
"181";"ambio";1;0;0;0;0;0;0;0;0;0;0;1;1
"182";"ambulo1";9;2;0,222222222222222;0;0;2;0,222222222222222;1;0,111111111111111;0;0;2;0,222222222222222
"183";"amicio";2;0;0;0;0;0;0;0;0;0;0;0;0
"184";"amicio,";1;0;0;0;0;0;0;1;1;0;0;0;0
"185";"amicio1";4;0;0;0;0;0;0;0;0;0;0;0;0
"186";"amingo1";3;0;0;0;0;0;0;0;0;0;0;0;0
"187";"amitto";8;1;0,125;0;0;5;0,625;0;0;0;0;0;0
"188";"amitto1";10;0;0;0;0;2;0,2;1;0,1;1;0,1;0;0
"189";"amo";13;0;0;0;0;0;0;0;0;0;0;3;0,230769230769231
"190";"amo1";26;2;0,0769230769230769;1;0,0384615384615385;10;0,384615384615385;0;0;0;0;0;0
"191";"amolior";1;0;0;0;0;1;1;0;0;0;0;0;0
"192";"amoveo1";2;0;0;0;0;0;0;0;0;0;0;0;0
"193";"amplecto";1;0;0;0;0;1;1;0;0;0;0;0;0
"194";"amplector";1;0;0;0;0;0;0;0;0;0;0;0;0
"195";"amplexor1";1;0;0;0;0;0;0;0;0;1;1;0;0
"196";"amplio";4;0;0;0;0;2;0,5;0;0;0;0;0;0
"197";"amputo";1;0;0;0;0;1;1;0;0;0;0;0;0
"198";"ango";1;0;0;0;0;1;1;0;0;0;0;0;0
"199";"anhelo";2;0;0;0;0;0;0;0;0;0;0;0;0
"200";"animadverto";3;0;0;0;0;3;1;0;0;0;0;0;0
"201";"animadverto1";6;1;0,166666666666667;1;0,166666666666667;3;0,5;0;0;0;0;1;0,166666666666667
"202";"annitor1";1;0;0;0;0;0;0;0;0;0;0;0;0
"203";"annuntio";1;0;0;0;0;0;0;0;0;0;0;0;0
"204";"annuo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"205";"antecapio1";3;0;0;0;0;0;0;0;0;0;0;0;0
"206";"antecedo";1;0;0;0;0;1;1;0;0;0;0;0;0
"207";"anteeo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"208";"aperio";5;0;0;0;0;0;0;0;0;0;0;0;0
"209";"aperio1";40;2;0,05;0;0;19;0,475;0;0;1;0,025;1;0,025
"210";"apoculo";1;1;1;0;0;0;0;0;0;0;0;0;0
"211";"apoculo1";1;0;0;0;0;0;0;1;1;0;0;0;0
"212";"appareo";3;0;0;0;0;1;0,333333333333333;0;0;0;0;1;0,333333333333333
"213";"appareo1";3;0;0;0;0;2;0,666666666666667;0;0;0;0;1;0,333333333333333
"214";"apparo";1;0;0;0;0;0;0;0;0;0;0;0;0
"215";"appello";14;0;0;0;0;5;0,357142857142857;0;0;0;0;1;0,0714285714285714
"216";"appello1";15;1;0,0666666666666667;0;0;9;0,6;0;0;0;0;1;0,0666666666666667
"217";"appello2";1;0;0;0;0;1;1;0;0;0;0;0;0
"218";"appeto";1;0;0;0;0;1;1;0;0;0;0;0;0
"219";"appeto1";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"220";"applico1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"221";"appono";1;0;0;0;0;0;0;0;0;0;0;0;0
"222";"appono1";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"223";"apprehendo";1;0;0;0;0;0;0;0;0;0;0;0;0
"224";"approbo";5;0;0;0;0;2;0,4;0;0;0;0;1;0,2
"225";"approbo1";3;1;0,333333333333333;0;0;1;0,333333333333333;0;0;0;0;0;0
"226";"appropinquo1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"227";"apto1";1;0;0;0;0;0;0;0;0;0;0;0;0
"228";"arbitror";5;1;0,2;2;0,4;1;0,2;0;0;0;0;1;0,2
"229";"arceo1";2;0;0;1;0,5;1;0,5;0;0;0;0;0;0
"230";"arcesso";1;0;0;0;0;0;0;0;0;0;0;0;0
"231";"arcesso1";5;0;0;0;0;1;0,2;0;0;0;0;1;0,2
"232";"ardeo";1;0;0;0;0;0;0;0;0;0;0;0;0
"233";"ardeo1";17;0;0;0;0;1;0,0588235294117647;0;0;0;0;2;0,117647058823529
"234";"ardesco1";1;0;0;0;0;1;1;0;0;0;0;0;0
"235";"areo";1;0;0;0;0;1;1;0;0;0;0;0;0
"236";"arguo";4;0;0;1;0,25;1;0,25;0;0;0;0;0;0
"237";"arguo1";2;1;0,5;0;0;0;0;0;0;0;0;0;0
"238";"arguto1";3;0;0;1;0,333333333333333;2;0,666666666666667;0;0;0;0;0;0
"239";"armo";2;0;0;0;0;0;0;0;0;0;0;0;0
"240";"armo1";7;0;0;0;0;1;0,142857142857143;0;0;0;0;0;0
"241";"aro";1;0;0;0;0;0;0;0;0;0;0;0;0
"242";"aro1";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"243";"arripio1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"244";"aruo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"245";"ascendo1";16;0;0;2;0,125;5;0,3125;0;0;1;0,0625;2;0,125
"246";"ascio";1;0;0;0;0;0;0;0;0;0;0;0;0
"247";"ascisco";1;0;0;0;0;0;0;0;0;0;0;0;0
"248";"ascisco1";1;0;0;0;0;1;1;0;0;0;0;0;0
"249";"ascitus2";1;0;0;0;0;0;0;0;0;0;0;0;0
"250";"ascribo";1;0;0;0;0;0;0;0;0;0;0;1;1
"251";"aspecto1";1;0;0;0;0;0;0;0;0;0;0;0;0
"252";"aspergo,";1;0;0;0;0;0;0;0;0;0;0;0;0
"253";"aspergo1";2;0;0;0;0;0;0;0;0;0;0;0;0
"254";"aspergo2";1;0;0;0;0;0;0;0;0;0;0;0;0
"255";"aspernor";1;0;0;0;0;0;0;0;0;0;0;0;0
"256";"aspernor1";1;0;0;0;0;1;1;0;0;0;0;0;0
"257";"aspicio";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"258";"aspicio1";5;0;0;4;0,8;1;0,2;0;0;0;0;0;0
"259";"assentior";1;0;0;0;0;0;0;0;0;0;0;0;0
"260";"assentor";1;0;0;0;0;0;0;0;0;0;0;0;0
"261";"assentor1";1;0;0;0;0;0;0;1;1;0;0;0;0
"262";"assequor";4;1;0,25;1;0,25;0;0;0;0;0;0;0;0
"263";"assequor1";1;0;0;0;0;1;1;0;0;0;0;0;0
"264";"assero2";3;0;0;2;0,666666666666667;1;0,333333333333333;0;0;0;0;0;0
"265";"assevero";1;0;0;0;0;1;1;0;0;0;0;0;0
"266";"assigno";3;0;0;0;0;3;1;0;0;0;0;0;0
"267";"assigno1";1;0;0;0;0;0;0;0;0;0;0;0;0
"268";"assilio";1;0;0;0;0;1;1;0;0;0;0;0;0
"269";"assisto1";1;0;0;0;0;1;1;0;0;0;0;0;0
"270";"assuefacio";2;0;0;0;0;0;0;0;0;0;0;0;0
"271";"assuesco";8;0;0;1;0,125;2;0,25;0;0;0;0;1;0,125
"272";"assuesco1";1;0;0;0;0;0;0;0;0;0;0;0;0
"273";"assumo";2;0;0;0;0;2;1;0;0;0;0;0;0
"274";"assurgo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"275";"asto1";1;0;0;0;0;1;1;0;0;0;0;0;0
"276";"astringo";1;0;0;0;0;1;1;0;0;0;0;0;0
"277";"asum";3;0;0;0;0;3;1;0;0;0;0;0;0
"278";"attendo";2;0;0;1;0,5;0;0;0;0;0;0;0;0
"279";"attendo1";2;0;0;1;0,5;0;0;0;0;0;0;0;0
"280";"attero";2;0;0;0;0;0;0;0;0;0;0;0;0
"281";"attero1";1;0;0;0;0;1;1;0;0;0;0;0;0
"282";"attestor";1;0;0;0;0;1;1;0;0;0;0;0;0
"283";"attigo";1;0;0;0;0;1;1;0;0;0;0;0;0
"284";"attigo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"285";"attineo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"286";"attingo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"287";"attingo1";3;0;0;0;0;0;0;0;0;0;0;2;0,666666666666667
"288";"attollo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"289";"attono";1;0;0;0;0;0;0;0;0;0;0;0;0
"290";"attono1";2;0;0;0;0;0;0;0;0;0;0;0;0
"291";"attribuo";1;0;0;0;0;0;0;0;0;0;0;0;0
"292";"audeo";8;0;0;0;0;1;0,125;0;0;0;0;1;0,125
"293";"audeo1";10;1;0,1;1;0,1;1;0,1;0;0;0;0;1;0,1
"294";"audio";4;0;0;0;0;1;0,25;0;0;0;0;1;0,25
"295";"audio1";69;33;0,478260869565217;2;0,0289855072463768;16;0,231884057971014;1;0,0144927536231884;3;0,0434782608695652;2;0,0289855072463768
"296";"aufero";8;0;0;2;0,25;4;0,5;0;0;0;0;0;0
"297";"aufero1";8;0;0;0;0;5;0,625;0;0;0;0;1;0,125
"298";"augeo";8;2;0,25;0;0;2;0,25;0;0;0;0;1;0,125
"299";"augeo1";8;0;0;0;0;3;0,375;0;0;0;0;0;0
"300";"auguror";1;0;0;0;0;0;0;0;0;0;0;0;0
"301";"auro";1;0;0;0;0;0;0;0;0;0;0;0;0
"302";"auro1";1;0;0;0;0;0;0;0;0;0;0;0;0
"303";"auspicor";1;0;0;0;0;0;0;0;0;0;0;0;0
"304";"aveho1";1;0;0;0;0;0;0;0;0;0;0;0;0
"305";"avello1";1;0;0;0;0;0;0;0;0;0;0;0;0
"306";"aveo2";1;0;0;1;1;0;0;0;0;0;0;0;0
"307";"aversor1";2;0;0;1;0,5;0;0;0;0;0;0;0;0
"308";"averto";1;0;0;0;0;0;0;0;0;0;0;0;0
"309";"averto1";3;0;0;1;0,333333333333333;0;0;0;0;0;0;0;0
"310";"avoco";1;0;0;0;0;1;1;0;0;0;0;0;0
"311";"avoco1";1;0;0;0;0;0;0;0;0;0;0;0;0
"312";"bacchor";2;0;0;1;0,5;1;0,5;0;0;0;0;0;0
"313";"balo";1;0;0;0;0;0;0;0;0;0;0;0;0
"314";"basio1";5;1;0,2;0;0;3;0,6;0;0;0;0;1;0,2
"315";"bello";1;0;0;0;0;0;0;0;0;0;0;0;0
"316";"bibo1";13;0;0;1;0,0769230769230769;3;0,230769230769231;1;0,0769230769230769;0;0;3;0,230769230769231
"317";"blasphemo1";5;0;0;1;0,2;0;0;0;0;0;0;3;0,6
"318";"caco1";1;0;0;0;0;0;0;0;0;0;0;0;0
"319";"cado";1;0;0;0;0;1;1;0;0;0;0;0;0
"320";"cado1";32;3;0,09375;1;0,03125;10;0,3125;0;0;1;0,03125;15;0,46875
"321";"caedo";4;0;0;0;0;0;0;0;0;0;0;0;0
"322";"caedo1";7;1;0,142857142857143;1;0,142857142857143;3;0,428571428571429;0;0;0;0;1;0,142857142857143
"323";"caelo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"324";"calceo";1;0;0;0;0;0;0;0;0;0;0;0;0
"325";"calco1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;1;0,333333333333333
"326";"calefactus1";1;0;0;0;0;0;0;0;0;0;0;0;0
"327";"caleo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"328";"calfacio1";1;0;0;0;0;1;1;0;0;0;0;0;0
"329";"calumnio";1;0;0;0;0;0;0;0;0;0;0;0;0
"330";"calumnior";1;0;0;0;0;0;0;0;0;0;0;0;0
"331";"Calumnior";1;0;0;0;0;0;0;0;0;0;0;0;0
"332";"candido";1;0;0;0;0;0;0;0;0;0;0;0;0
"333";"cano1";19;0;0;2;0,105263157894737;10;0,526315789473684;0;0;0;0;2;0,105263157894737
"334";"canto1";14;0;0;0;0;5;0,357142857142857;0;0;0;0;4;0,285714285714286
"335";"canturio1";1;0;0;0;0;0;0;0;0;0;0;0;0
"336";"capero1";1;0;0;0;0;1;1;0;0;0;0;0;0
"337";"capesso1";1;0;0;0;0;0;0;0;0;1;1;0;0
"338";"capio";9;1;0,111111111111111;0;0;2;0,222222222222222;1;0,111111111111111;0;0;1;0,111111111111111
"339";"capio1";42;1;0,0238095238095238;1;0,0238095238095238;12;0,285714285714286;0;0;1;0,0238095238095238;7;0,166666666666667
"340";"capto";1;0;0;0;0;0;0;0;0;0;0;1;1
"341";"capto1";1;1;1;0;0;0;0;0;0;0;0;0;0
"342";"careo";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"343";"careo1";5;0;0;0;0;2;0,4;0;0;0;0;0;0
"344";"carpo";5;0;0;0;0;1;0,2;0;0;0;0;1;0,2
"345";"carpo1";8;0;0;3;0,375;1;0,125;0;0;0;0;1;0,125
"346";"castigo1";2;1;0,5;0;0;0;0;1;0,5;0;0;0;0
"347";"cateno";1;0;0;0;0;0;0;0;0;0;0;0;0
"348";"caveo";7;0;0;0;0;2;0,285714285714286;0;0;0;0;0;0
"349";"caveo1";10;0;0;6;0,6;1;0,1;0;0;1;0,1;0;0
"350";"cavo";2;0;0;0;0;0;0;0;0;0;0;0;0
"351";"cedo1";24;2;0,0833333333333333;2;0,0833333333333333;2;0,0833333333333333;1;0,0416666666666667;0;0;6;0,25
"352";"celebro";2;0;0;0;0;0;0;0;0;0;0;0;0
"353";"celebro1";4;0;0;0;0;1;0,25;0;0;0;0;3;0,75
"354";"celo";2;0;0;0;0;0;0;0;0;0;0;0;0
"355";"celo1";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"356";"ceno";1;0;0;0;0;0;0;0;0;1;1;0;0
"357";"ceno1";11;2;0,181818181818182;1;0,0909090909090909;1;0,0909090909090909;2;0,181818181818182;0;0;1;0,0909090909090909
"358";"censeo1";17;4;0,235294117647059;0;0;7;0,411764705882353;0;0;0;0;1;0,0588235294117647
"359";"cerno1";19;1;0,0526315789473684;3;0,157894736842105;10;0,526315789473684;0;0;0;0;3;0,157894736842105
"360";"certo2";10;0;0;0;0;2;0,2;1;0,1;0;0;5;0,5
"361";"certor";1;0;0;0;0;0;0;0;0;0;0;0;0
"362";"cesso";3;0;0;0;0;2;0,666666666666667;0;0;0;0;1;0,333333333333333
