"";"lemma";"Total";"one_sg";"pctA";"two_sg";"pctB";"three_sg";"pctC";"one_pl";"pctD";"two_pl";"pctE";"three_pl";"pctF"
"721";"definio";1;0;0;0;0;0;0;0;0;0;0;0;0
"722";"defleo";1;0;0;0;0;0;0;0;0;0;0;0;0
"723";"defleo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"724";"defluo";1;0;0;0;0;1;1;0;0;0;0;0;0
"725";"defluo1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"726";"defraudo";1;0;0;0;0;1;1;0;0;0;0;0;0
"727";"defungor";3;0;0;0;0;0;0;0;0;0;0;0;0
"728";"degenero";1;0;0;0;0;0;0;0;0;0;0;0;0
"729";"dego";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"730";"degusto1";1;0;0;0;0;0;0;0;0;0;0;1;1
"731";"dehisco1";1;0;0;0;0;0;0;0;0;0;0;1;1
"732";"deicio";2;0;0;0;0;0;0;0;0;0;0;0;0
"733";"deicio1";5;0;0;0;0;3;0,6;0;0;0;0;0;0
"734";"delabor1";3;1;0,333333333333333;0;0;0;0;0;0;0;0;0;0
"735";"delecto";1;0;0;0;0;1;1;0;0;0;0;0;0
"736";"delecto1";1;0;0;0;0;0;0;0;0;0;0;0;0
"737";"delector1";5;0;0;1;0,2;1;0,2;0;0;0;0;0;0
"738";"delego";2;0;0;0;0;2;1;0;0;0;0;0;0
"739";"delenio";1;1;1;0;0;0;0;0;0;0;0;0;0
"740";"deleo";1;0;0;0;0;1;1;0;0;0;0;0;0
"741";"deleo1";4;1;0,25;0;0;2;0,5;0;0;0;0;0;0
"742";"delibero,";1;0;0;0;0;0;0;1;1;0;0;0;0
"743";"delico1";1;0;0;0;0;0;0;0;0;0;0;0;0
"744";"deligo1";5;0;0;1;0,2;1;0,2;0;0;0;0;1;0,2
"745";"delinquo1";2;0;0;0;0;0;0;0;0;0;0;2;1
"746";"deludo";1;0;0;0;0;0;0;0;0;0;0;0;0
"747";"demando";1;0;0;0;0;0;0;0;0;0;0;0;0
"748";"demando1";1;1;1;0;0;0;0;0;0;0;0;0;0
"749";"demereo";1;0;0;0;0;1;1;0;0;0;0;0;0
"750";"demergo";1;0;0;0;0;0;0;0;0;0;0;0;0
"751";"demigro1";1;0;0;1;1;0;0;0;0;0;0;0;0
"752";"deminuo";1;0;0;0;0;0;0;0;0;0;0;0;0
"753";"deminuo1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"754";"demitto";1;0;0;0;0;0;0;0;0;0;0;0;0
"755";"demitto1";6;0;0;0;0;1;0,166666666666667;0;0;0;0;0;0
"756";"demonstro";4;0;0;0;0;1;0,25;1;0,25;0;0;0;0
"757";"demonstro1";2;1;0,5;0;0;0;0;0;0;0;0;0;0
"758";"demorior";2;0;0;0;0;0;0;0;0;0;0;0;0
"759";"denego1";1;0;0;0;0;0;0;0;0;0;0;0;0
"760";"depello";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"761";"depello1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"762";"dependeo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"763";"dependo";1;0;0;0;0;0;0;0;0;0;0;0;0
"764";"dependo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"765";"deperdo";1;0;0;0;0;0;0;0;0;0;0;0;0
"766";"deperdo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"767";"deploro";1;0;0;1;1;0;0;0;0;0;0;0;0
"768";"deploro1";1;0;0;0;0;0;0;0;0;0;0;0;0
"769";"depono";6;1;0,166666666666667;0;0;3;0,5;0;0;0;0;0;0
"770";"depono1";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"771";"depopulor";1;0;0;0;0;0;0;0;0;0;0;0;0
"772";"deposco";3;1;0,333333333333333;0;0;1;0,333333333333333;0;0;0;0;1;0,333333333333333
"773";"deposco1";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"774";"deprecor";3;1;0,333333333333333;0;0;0;0;0;0;0;0;0;0
"775";"deprecor1";2;0;0;0;0;0;0;0;0;0;0;0;0
"776";"deprehendo";4;0;0;0;0;2;0,5;0;0;0;0;0;0
"777";"deprehendo1";6;0;0;0;0;0;0;0;0;0;0;1;0,166666666666667
"778";"deprendo";2;0;0;0;0;0;0;0;0;0;0;0;0
"779";"deprimo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"780";"deprimo1";2;0;0;0;0;0;0;0;0;0;0;0;0
"781";"depugno";1;0;0;0;0;0;0;0;0;0;0;1;1
"782";"derelinquo";1;0;0;0;0;0;0;0;0;0;0;0;0
"783";"derepo";1;0;0;0;0;1;1;0;0;0;0;0;0
"784";"derideo";5;0;0;0;0;1;0,2;0;0;0;0;1;0,2
"785";"derideo1";4;0;0;2;0,5;1;0,25;0;0;0;0;0;0
"786";"descendo";1;0;0;0;0;1;1;0;0;0;0;0;0
"787";"descendo1";12;0;0;0;0;5;0,416666666666667;1;0,0833333333333333;0;0;0;0
"788";"descisco";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"789";"describo";1;0;0;0;0;0;0;0;0;0;0;0;0
"790";"desero2";17;1;0,0588235294117647;1;0,0588235294117647;3;0,176470588235294;0;0;0;0;1;0,0588235294117647
"791";"desideo";1;0;0;0;0;1;1;0;0;0;0;0;0
"792";"desidero";8;0;0;1;0,125;4;0,5;0;0;0;0;1;0,125
"793";"desidero1";2;0;0;0;0;0;0;0;0;0;0;2;1
"794";"designo";6;0;0;0;0;1;0,166666666666667;0;0;0;0;0;0
"795";"designo1";5;0;0;0;0;1;0,2;0;0;0;0;0;0
"796";"desilo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"797";"desino";5;1;0,2;0;0;3;0,6;0;0;0;0;0;0
"798";"desino1";5;1;0,2;2;0,4;1;0,2;0;0;0;0;1;0,2
"799";"desisto,";1;1;1;0;0;0;0;0;0;0;0;0;0
"800";"desisto1";3;0;0;1;0,333333333333333;1;0,333333333333333;0;0;0;0;0;0
"801";"desolo1";3;0;0;0;0;0;0;0;0;0;0;0;0
"802";"despero";3;0;0;0;0;0;0;0;0;0;0;0;0
"803";"despicio";4;1;0,25;0;0;1;0,25;0;0;0;0;0;0
"804";"despicio1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"805";"despolio1";4;0;0;1;0,25;1;0,25;1;0,25;0;0;0;0
"806";"destino";12;0;0;0;0;3;0,25;0;0;0;0;4;0,333333333333333
"807";"destino1";3;2;0,666666666666667;0;0;0;0;0;0;0;0;0;0
"808";"destituo";1;0;0;0;0;0;0;0;0;0;0;0;0
"809";"destituo1";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"810";"destringo";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"811";"destruo";1;0;0;0;0;0;0;0;0;0;0;1;1
"812";"desum";12;0;0;0;0;5;0,416666666666667;0;0;0;0;6;0,5
"813";"desum1";8;0;0;0;0;2;0,25;1;0,125;0;0;4;0,5
"814";"desumo";1;0;0;0;0;0;0;0;0;0;0;0;0
"815";"detego";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"816";"detergeo";1;0;0;0;0;1;1;0;0;0;0;0;0
"817";"detergeo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"818";"detero";1;0;0;0;0;0;0;0;0;0;0;0;0
"819";"deterreo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"820";"detestor";1;1;1;0;0;0;0;0;0;0;0;0;0
"821";"detineo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"822";"detraho";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"823";"detraho1";3;0;0;0;0;3;1;0;0;0;0;0;0
"824";"detrecto";2;0;0;0;0;0;0;0;0;0;0;0;0
"825";"devincio";1;0;0;0;0;0;0;0;0;0;0;0;0
"826";"devinco";5;0;0;0;0;0;0;0;0;0;0;0;0
"827";"devinco1";1;0;0;0;0;0;0;0;0;0;0;0;0
"828";"devoco";2;0;0;0;0;2;1;0;0;0;0;0;0
"829";"devoro";3;0;0;1;0,333333333333333;0;0;0;0;0;0;1;0,333333333333333
"830";"devoro1";8;2;0,25;1;0,125;4;0,5;0;0;0;0;0;0
"831";"devoveo";1;0;0;0;0;0;0;0;0;0;0;0;0
"832";"dico1";2;1;0,5;0;0;0;0;0;0;0;0;1;0,5
"833";"dico2";320;32;0,1;15;0,046875;116;0,3625;5;0,015625;3;0,009375;32;0,1
"834";"dictito1";1;0;0;0;0;0;0;0;0;0;0;1;1
"835";"diduco1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"836";"differo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"837";"differo1";3;1;0,333333333333333;0;0;2;0,666666666666667;0;0;0;0;0;0
"838";"diffido1";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"839";"diffringo";1;0;0;0;0;0;0;0;0;0;0;0;0
"840";"diffundo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"841";"digno1";1;0;0;0;0;0;0;1;1;0;0;0;0
"842";"dignor";1;0;0;0;0;0;0;0;0;0;0;0;0
"843";"dilabor1";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"844";"diligo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"845";"diligo1";4;1;0,25;0;0;1;0,25;0;0;0;0;1;0,25
"846";"dimetior";1;0;0;0;0;0;0;0;0;0;0;0;0
"847";"dimitto";7;0;0;0;0;2;0,285714285714286;0;0;0;0;0;0
"848";"dimitto1";11;0;0;0;0;5;0,454545454545455;0;0;2;0,181818181818182;1;0,0909090909090909
"849";"dinumero1";1;0;0;0;0;0;0;0;0;0;0;0;0
"850";"dirigo1";2;0;0;1;0,5;0;0;0;0;1;0,5;0;0
"851";"dirimo";1;0;0;0;0;0;0;0;0;0;0;0;0
"852";"diripio";1;0;0;0;0;0;0;0;0;0;0;1;1
"853";"diruo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"854";"dis-sideo";2;0;0;0;0;0;0;0;0;0;0;2;1
"855";"discedo";1;0;0;0;0;0;0;0;0;0;0;0;0
"856";"discedo1";12;0;0;1;0,0833333333333333;7;0,583333333333333;0;0;1;0,0833333333333333;2;0,166666666666667
"857";"discepto";1;0;0;0;0;0;0;0;0;0;0;0;0
"858";"discerno";1;0;0;0;0;0;0;0;0;0;0;0;0
"859";"discerno1";1;0;0;1;1;0;0;0;0;0;0;0;0
"860";"discingo";1;0;0;0;0;0;0;0;0;0;0;0;0
"861";"disco";1;0;0;0;0;0;0;1;1;0;0;0;0
"862";"disco1";14;3;0,214285714285714;2;0,142857142857143;4;0,285714285714286;1;0,0714285714285714;0;0;2;0,142857142857143
"863";"discribo1";1;0;0;1;1;0;0;0;0;0;0;0;0
"864";"discrucio";1;0;0;0;0;0;0;0;0;0;0;0;0
"865";"discumbo";2;0;0;0;0;2;1;0;0;0;0;0;0
"866";"discumbo1";5;1;0,2;0;0;2;0,4;1;0,2;0;0;1;0,2
"867";"discurro1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"868";"discutio1";2;0;0;0;0;0;0;0;0;0;0;0;0
"869";"disjacio1";2;0;0;0;0;2;1;0;0;0;0;0;0
"870";"dispello";1;0;0;0;0;1;1;0;0;0;0;0;0
"871";"dispergo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"872";"dispermulceo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"873";"dispono";4;0;0;0;0;3;0,75;0;0;0;0;0;0
"874";"dispono1";5;0;0;0;0;2;0,4;0;0;0;0;0;0
"875";"disredimo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"876";"dissentio1";1;1;1;0;0;0;0;0;0;0;0;0;0
"877";"dissero1";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"878";"disservio1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"879";"dissideo";1;0;0;0;0;0;0;0;0;0;0;0;0
"880";"dissideo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"881";"dissilio1";2;2;1;0;0;0;0;0;0;0;0;0;0
"882";"dissimulo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"883";"dissimulo1";6;0;0;0;0;0;0;0;0;0;0;2;0,333333333333333
"884";"dissolvo";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"885";"dissolvo1";2;0;0;0;0;0;0;0;0;0;0;0;0
"886";"dissuadeo";1;0;0;0;0;0;0;0;0;0;0;0;0
"887";"dissuadeo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"888";"distineo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"889";"distinguo";1;0;0;0;0;0;0;0;0;0;0;0;0
"890";"distinguo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"891";"distorqueo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"892";"distribuo";2;0;0;0;0;2;1;0;0;0;0;0;0
"893";"distribuo1";3;0;0;1;0,333333333333333;1;0,333333333333333;0;0;0;0;1;0,333333333333333
"894";"distringo";1;0;0;0;0;1;1;0;0;0;0;0;0
"895";"divello1";2;0;0;0;0;0;0;0;0;0;0;0;0
"896";"diverbero1";1;0;0;0;0;1;1;0;0;0;0;0;0
"897";"diverto";7;0;0;0;0;0;0;0;0;0;0;0;0
"898";"diverto1";6;0;0;0;0;0;0;0;0;0;0;0;0
"899";"divido";9;0;0;0;0;5;0,555555555555556;0;0;0;0;0;0
"900";"divido1";6;0;0;0;0;1;0,166666666666667;0;0;0;0;2;0,333333333333333
"901";"divisor1";1;0;0;0;0;1;1;0;0;0;0;0;0
"902";"divorto1";8;0;0;0;0;0;0;0;0;0;0;0;0
"903";"do";71;11;0,154929577464789;2;0,028169014084507;25;0,352112676056338;0;0;0;0;5;0,0704225352112676
"904";"do1";137;24;0,175182481751825;8;0,0583941605839416;36;0,262773722627737;7;0,0510948905109489;3;0,0218978102189781;14;0,102189781021898
"905";"doceo";7;1;0,142857142857143;0;0;1;0,142857142857143;0;0;0;0;0;0
"906";"doceo1";19;1;0,0526315789473684;1;0,0526315789473684;9;0,473684210526316;0;0;0;0;0;0
"907";"doleo";3;0;0;0;0;0;0;0;0;0;0;2;0,666666666666667
"908";"doleo1";6;0;0;2;0,333333333333333;2;0,333333333333333;0;0;0;0;0;0
"909";"dolio";1;0;0;0;0;0;0;0;0;0;0;0;0
"910";"dominor";2;0;0;0;0;0;0;0;0;0;0;0;0
"911";"dominor1";5;0;0;0;0;2;0,4;0;0;0;0;0;0
"912";"domo";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"913";"domo1";9;0;0;0;0;2;0,222222222222222;0;0;0;0;1;0,111111111111111
"914";"dono";12;0;0;0;0;6;0,5;0;0;0;0;0;0
"915";"dono1";7;3;0,428571428571429;0;0;3;0,428571428571429;0;0;0;0;0;0
"916";"dormio";4;0;0;0;0;0;0;0;0;0;0;0;0
"917";"dormio1";2;1;0,5;0;0;0;0;0;0;0;0;0;0
"918";"doto1";1;0;0;0;0;0;0;0;0;0;0;0;0
"919";"dubito";4;0;0;0;0;2;0,5;0;0;1;0,25;0;0
"920";"dubito1";10;0;0;3;0,3;2;0,2;0;0;1;0,1;0;0
"921";"duco";10;0;0;0;0;0;0;0;0;1;0,1;0;0
"922";"duco1";32;2;0,0625;3;0,09375;11;0,34375;0;0;0;0;2;0,0625
"923";"ducto1";3;0;0;0;0;3;1;0;0;0;0;0;0
"924";"duplico";2;1;0,5;0;0;1;0,5;0;0;0;0;0;0
"925";"duplico1";2;0;0;0;0;0;0;0;0;1;0,5;1;0,5
"926";"duro";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"927";"duro1";2;1;0,5;0;0;0;0;0;0;0;0;0;0
"928";"ebibo";2;0;0;0;0;0;0;0;0;0;0;0;0
"929";"ebullio1";2;1;0,5;0;0;1;0,5;0;0;0;0;0;0
"930";"edico";1;0;0;0;0;1;1;0;0;0;0;0;0
"931";"edico1";1;0;0;0;0;0;0;0;0;0;0;0;0
"932";"edo1";9;1;0,111111111111111;1;0,111111111111111;5;0,555555555555556;0;0;0;0;0;0
"933";"edo2";17;1;0,0588235294117647;1;0,0588235294117647;10;0,588235294117647;0;0;0;0;1;0,0588235294117647
"934";"edoceo1";4;1;0,25;0;0;2;0,5;0;0;0;0;0;0
"935";"educo1";10;0;0;3;0,3;5;0,5;0;0;1;0,1;0;0
"936";"educo2";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"937";"effemino1";1;0;0;0;0;1;1;0;0;0;0;0;0
"938";"effero1";7;0;0;0;0;3;0,428571428571429;0;0;0;0;0;0
"939";"effero2";1;0;0;0;0;0;0;0;0;0;0;0;0
"940";"efficio";3;0;0;0;0;3;1;0;0;0;0;0;0
"941";"efficio1";8;0;0;0;0;4;0,5;0;0;0;0;2;0,25
"942";"effingo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"943";"efflo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"944";"effluo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"945";"effodio";2;0;0;0;0;0;0;0;0;0;0;0;0
"946";"effor";2;0;0;0;0;0;0;0;0;0;0;0;0
"947";"effreno";2;0;0;0;0;0;0;0;0;0;0;0;0
"948";"effringo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"949";"effugio";4;0;0;0;0;3;0,75;0;0;0;0;0;0
"950";"effugio1";5;1;0,2;0;0;0;0;1;0,2;1;0,2;0;0
"951";"effundo";2;0;0;0;0;2;1;0;0;0;0;0;0
"952";"effundo1";21;0;0;0;0;9;0,428571428571429;0;0;2;0,0952380952380952;1;0,0476190476190476
"953";"egeo1";8;1;0,125;0;0;2;0,25;0;0;0;0;2;0,25
"954";"egero1";4;0;0;0;0;0;0;0;0;0;0;4;1
"955";"egredior";8;0;0;3;0,375;0;0;0;0;0;0;0;0
"956";"egredior1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"957";"eicio";9;0;0;0;0;2;0,222222222222222;0;0;0;0;0;0
"958";"eicio1";6;4;0,666666666666667;1;0,166666666666667;0;0;1;0,166666666666667;0;0;0;0
"959";"elabor";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"960";"elego1";1;0;0;0;0;1;1;0;0;0;0;0;0
"961";"elevo";1;1;1;0;0;0;0;0;0;0;0;0;0
"962";"elevo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"963";"elido1";1;0;0;0;0;0;0;0;0;0;0;0;0
"964";"eligo";8;1;0,125;0;0;0;0;0;0;0;0;0;0
"965";"eligo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"966";"eludo";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"967";"eludo1";3;0;0;0;0;3;1;0;0;0;0;0;0
"968";"emendo";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"969";"ementior1";1;0;0;0;0;0;0;0;0;0;0;0;0
"970";"emeo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"971";"emereo";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"972";"emereo1";1;0;0;1;1;0;0;0;0;0;0;0;0
"973";"emergo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"974";"emetior";1;0;0;0;0;0;0;0;0;0;0;0;0
"975";"emico1";2;0;0;0;0;2;1;0;0;0;0;0;0
"976";"emineo";1;0;0;0;0;0;0;0;0;0;0;0;0
"977";"emitto";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"978";"emitto1";6;2;0,333333333333333;0;0;2;0,333333333333333;1;0,166666666666667;0;0;0;0
"979";"emo";2;0;0;0;0;0;0;0;0;0;0;0;0
"980";"emo1";21;8;0,380952380952381;1;0,0476190476190476;3;0,142857142857143;0;0;0;0;3;0,142857142857143
"981";"emorior";2;0;0;0;0;0;0;0;0;0;0;0;0
"982";"emorior1";1;0;0;0;0;0;0;0;0;0;0;0;0
"983";"emungo";1;0;0;0;0;0;0;0;0;0;0;0;0
"984";"enato1";1;1;1;0;0;0;0;0;0;0;0;0;0
"985";"enitesco1";1;0;0;0;0;0;0;0;0;0;0;0;0
"986";"enitor";1;0;0;0;0;0;0;0;0;0;0;0;0
"987";"enitor1";1;0;0;0;0;0;0;0;0;0;0;0;0
"988";"eno1";1;0;0;0;0;1;1;0;0;0;0;0;0
"989";"enumero";1;1;1;0;0;0;0;0;0;0;0;0;0
"990";"enumero1";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"991";"enuntio1";1;0;0;0;0;1;1;0;0;0;0;0;0
"992";"eo1";54;0;0;5;0,0925925925925926;14;0,259259259259259;1;0,0185185185185185;1;0,0185185185185185;6;0,111111111111111
"993";"epoto";1;0;0;0;0;0;0;0;0;0;0;0;0
"994";"epulor";1;0;0;0;0;0;0;0;0;0;0;0;0
"995";"erado";1;1;1;0;0;0;0;0;0;0;0;0;0
"996";"erigo";1;0;0;0;0;0;0;0;0;0;0;0;0
"997";"erigo1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;1;0,333333333333333
"998";"eripio";7;0;0;0;0;3;0,428571428571429;0;0;0;0;1;0,142857142857143
"999";"eripio,";1;0;0;0;0;0;0;1;1;0;0;0;0
"1000";"eripio1";16;1;0,0625;2;0,125;2;0,125;0;0;0;0;3;0,1875
"1001";"erro1";12;0;0;2;0,166666666666667;2;0,166666666666667;0;0;0;0;3;0,25
"1002";"erubesco1";4;2;0,5;0;0;1;0,25;1;0,25;0;0;0;0
"1003";"eructo1";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"1004";"erudio";1;1;1;0;0;0;0;0;0;0;0;0;0
"1005";"erumpo";3;1;0,333333333333333;0;0;2;0,666666666666667;0;0;0;0;0;0
"1006";"erumpo1";4;0;0;0;0;2;0,5;0;0;0;0;2;0,5
"1007";"eruo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1008";"esurio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1009";"evado";1;0;0;0;0;1;1;0;0;0;0;0;0
"1010";"evado1";4;0;0;0;0;2;0,5;0;0;0;0;0;0
"1011";"evagor";1;0;0;0;0;0;0;0;0;0;0;0;0
"1012";"evangelizo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"1013";"eveho1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1014";"evello";2;0;0;0;0;2;1;0;0;0;0;0;0
"1015";"evenio";1;0;0;0;0;1;1;0;0;0;0;0;0
"1016";"evenio1";5;0;0;0;0;4;0,8;0;0;0;0;1;0,2
"1017";"everro1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1018";"everto";4;0;0;0;0;2;0,5;0;0;0;0;0;0
"1019";"everto1";2;1;0,5;0;0;0;0;0;0;0;0;0;0
"1020";"evinco1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1021";"evito1";1;0;0;0;0;0;0;1;1;0;0;0;0
"1022";"evoco";3;0;0;0;0;3;1;0;0;0;0;0;0
"1023";"evolo1";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"1024";"evomo1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"1025";"evulgo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1026";"exaedifico1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1027";"exaequo1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1028";"exaestuo";1;0;0;0;0;1;1;0;0;0;0;0;0
"1029";"exaggero";1;0;0;0;0;0;0;0;0;0;0;0;0
"1030";"exagito1";5;0;0;0;0;1;0,2;0;0;0;0;1;0,2
"1031";"exanimo";1;0;0;0;0;1;1;0;0;0;0;0;0
"1032";"exardeo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"1033";"exaro";1;1;1;0;0;0;0;0;0;0;0;0;0
"1034";"exauctoro";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"1035";"exaudio1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1036";"excandesco1";2;0;0;0;0;2;1;0;0;0;0;0;0
"1037";"excatarisso";1;0;0;1;1;0;0;0;0;0;0;0;0
"1038";"excedo";2;0;0;0;0;2;1;0;0;0;0;0;0
"1039";"excedo1";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"1040";"excello1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1041";"excido1";8;0;0;1;0,125;3;0,375;0;0;0;0;2;0,25
"1042";"excido2";1;0;0;0;0;0;0;0;0;0;0;0;0
"1043";"excio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1044";"excio1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1045";"excipio";8;0;0;0;0;3;0,375;0;0;0;0;1;0,125
"1046";"excipio1";10;1;0,1;0;0;4;0,4;1;0,1;0;0;1;0,1
"1047";"excito";4;0;0;0;0;2;0,5;0;0;0;0;0;0
"1048";"excito1";1;0;0;0;0;0;0;0;0;0;0;1;1
"1049";"exclamo";1;0;0;0;0;1;1;0;0;0;0;0;0
"1050";"exclamo1";6;0;0;0;0;5;0,833333333333333;0;0;0;0;1;0,166666666666667
"1051";"excludo";2;0;0;0;0;0;0;0;0;0;0;0;0
"1052";"excludo1";3;1;0,333333333333333;0;0;1;0,333333333333333;0;0;0;0;0;0
"1053";"excogito";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"1054";"excolo1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"1055";"excuso";8;0;0;0;0;1;0,125;0;0;0;0;0;0
"1056";"excutio";1;0;0;0;0;1;1;0;0;0;0;0;0
"1057";"excutio1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1058";"exeo";2;0;0;1;0,5;0;0;0;0;0;0;0;0
"1059";"exeo1";31;0;0;3;0,0967741935483871;14;0,451612903225806;2;0,0645161290322581;0;0;7;0,225806451612903
"1060";"exerceo";7;0;0;0;0;4;0,571428571428571;0;0;0;0;0;0
"1061";"exerceo1";13;0;0;0;0;8;0,615384615384615;0;0;0;0;3;0,230769230769231
"1062";"exercito1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1063";"exhaurio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1064";"exhaurio1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"1065";"exheredo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1066";"exhibeo";3;0;0;1;0,333333333333333;2;0,666666666666667;0;0;0;0;0;0
"1067";"exhibeo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1068";"exhorresco";1;0;0;0;0;1;1;0;0;0;0;0;0
"1069";"exhortor1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1070";"exigo";5;0;0;0;0;2;0,4;0;0;0;0;1;0,2
"1071";"exigo1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"1072";"exintero1";5;0;0;1;0,2;0;0;0;0;0;0;0;0
"1073";"existimo";7;2;0,285714285714286;0;0;1;0,142857142857143;0;0;0;0;0;0
"1074";"existimo1";18;2;0,111111111111111;1;0,0555555555555556;1;0,0555555555555556;0;0;0;0;7;0,388888888888889
"1075";"exolesco";2;0;0;0;0;0;0;0;0;0;0;0;0
"1076";"exonero1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1077";"exopinisso1";1;0;0;0;0;0;0;0;0;0;0;1;1
"1078";"exopto1";5;0;0;0;0;1;0,2;0;0;0;0;3;0,6
"1079";"exordior1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1080";"exorior1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1081";"exorno";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"1082";"exorno1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1083";"exoro";1;0;0;0;0;0;0;0;0;0;0;0;0
"1084";"exoro1";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"1085";"exosso";1;0;0;0;0;0;0;0;0;0;0;0;0
